sfmikeyy,d_age,39
sfmikeyy,d_city,Portland
sfmikeyy,d_city,United States
sfmikeyy,d_orientation,Bisexual
sfmikeyy,d_gender,Man
sfmikeyy,d_relationship,Single
sfmikeyy,d_bodytype,A little
sfmikeyy,d_ethnicity,Asian
sfmikeyy,d_languages,English
sfmikeyy,d_religion_seriosity,laughing about it
sfmikeyy,d_smokes,Never
sfmikeyy,d_drinks,Socially
sfmikeyy,d_drugs,No
sfmikeyy,d_offspring_desires,might want kids
sfmikeyy,lf_location,near me
sfmikeyy,lf_min_age,24
sfmikeyy,lf_max_age,46
sfmikeyy,lf_for,short & long term dating and new friends
sfmikeyy,p_kinky,50
sfmikeyy,p_trusting,50
sfmikeyy,p_adven,38
sfmikeyy,p_aggressive,30
sfmikeyy,p_lit,26
sfmikeyy,p_sprit,-18
sfmikeyy,p_good-natured,-26
sfmikeyy,p_energetic,-68
sfmikeyy,q42442,Yes.
sfmikeyy,q17,No
sfmikeyy,q65,No
sfmikeyy,q136,No
sfmikeyy,q29829,Always
sfmikeyy,q55344,No.
sfmikeyy,q16,Yes
sfmikeyy,q15752,Very important
sfmikeyy,q34113,No problem
sfmikeyy,q85835,Starving children.
sfmikeyy,q612,"No, creationism has no place in schools"
sfmikeyy,q22944,"Some things, yes."
sfmikeyy,q39185,book burning
sfmikeyy,q48947,No.
sfmikeyy,q142,Yes
sfmikeyy,q19776,Before 10
sfmikeyy,q838,Yes
sfmikeyy,q868,Sometimes
sfmikeyy,q42329,Only as a last resort for survival
sfmikeyy,q175,No
sfmikeyy,q226,the right to bear arms
sfmikeyy,q455,No
sfmikeyy,q29211,"No, it's not as bad."
sfmikeyy,q37708,Acceptable.
sfmikeyy,q44384,It's all fine by me.
sfmikeyy,q63409,Yes.
sfmikeyy,q7204,Yes
sfmikeyy,q19748,I have no problem with them. You go girls!
sfmikeyy,q17017,Never
sfmikeyy,q70,No
sfmikeyy,q393,No
sfmikeyy,q18763,"Yes, I always try to do the right thing."
sfmikeyy,q46927,No.
sfmikeyy,q53312,Weapons.
sfmikeyy,q24125,No
sfmikeyy,q36098,Go to the appropriate law enforcement agency.
sfmikeyy,q18797,"No, I'd trust them and that would be invasive."
sfmikeyy,q166,To the left (democrat in the US)
sfmikeyy,q37314,More and better implemented social programs
sfmikeyy,q70135,The porn library.
sfmikeyy,q963,No
sfmikeyy,q20662,No
sfmikeyy,q58812,No
sfmikeyy,q1618,Yes
sfmikeyy,q21,No
sfmikeyy,q32,I have tried it.
sfmikeyy,q12560,Yes
sfmikeyy,q18966,Hard!
sfmikeyy,q48347,No
sfmikeyy,q29,be tied up during sex
sfmikeyy,q14913,No
sfmikeyy,q20976,"I guess, but It doesn't change how I feel."
sfmikeyy,q12,No
sfmikeyy,q29384,Allow? I enjoy it.
sfmikeyy,q30115,I wouldn't.
sfmikeyy,q665,Bring out the toys!
sfmikeyy,q1401,"Yes, and I enjoyed myself."
sfmikeyy,q30169,Love it!
sfmikeyy,q35203,Yes
sfmikeyy,q35355,Very open. I'll try anything once.
sfmikeyy,q324,I disagree.
sfmikeyy,q12964,Yes
sfmikeyy,q42524,Yes.
sfmikeyy,q28742,Yes
sfmikeyy,q38320,Yes.
sfmikeyy,q58162,"Yes, but only with the living."
sfmikeyy,q60726,Yes.
sfmikeyy,q9628,Yes
sfmikeyy,q17808,No
sfmikeyy,q86366,Yes.
sfmikeyy,q26469,Yes
sfmikeyy,q49345,Yes.
sfmikeyy,q16,Yes
sfmikeyy,q17,No
sfmikeyy,q393,No
sfmikeyy,q24125,No
sfmikeyy,q53312,Weapons.
sfmikeyy,q35281,I don't worry about such things
sfmikeyy,q19915,"Yes, I love the Tao Te Ching."
sfmikeyy,q41,Not at all important
sfmikeyy,q156913,No
sfmikeyy,q52789,Humans evolved from other species.
sfmikeyy,q42,No
sfmikeyy,q44,False
sfmikeyy,q15889,Science
sfmikeyy,q411,Yes
sfmikeyy,q156914,No
sfmikeyy,q70135,The porn library.
sfmikeyy,q612,"No, creationism has no place in schools"
sfmikeyy,q87,Yes
sfmikeyy,q80,"I've done drugs in the past, but no longer."
sfmikeyy,q53611,Frequently.
sfmikeyy,q158,No
sfmikeyy,q13006,No
sfmikeyy,q9688,"Yes, but only soft stuff like marijuana"
sfmikeyy,q20418,Yes
sfmikeyy,q1062,Usually daily. I skip some.
sfmikeyy,q15030,Books
sfmikeyy,q23834,No
sfmikeyy,q79,"I smoked in the past, but no longer."
sfmikeyy,q23618,Sort of - I need friends outside of my partner
sfmikeyy,q37693,"Yes, but I would not play that much."
sfmikeyy,q47005,Either would be equally fine.
sfmikeyy,q212814,Somewhat important
sfmikeyy,q325,Yes
sfmikeyy,q12970,Twice or more a day
sfmikeyy,q73,Big city
sfmikeyy,q1119,No
sfmikeyy,q77,Sometimes
sfmikeyy,q40441,Maybe a little bit.
sfmikeyy,q212813,Liberal / Left-wing
sfmikeyy,q55,No
sfmikeyy,q43261,I consider their opinion but go my own way.
sfmikeyy,q83547,Very important.
sfmikeyy,q16713,Yes
sfmikeyy,q18834,Knowledge
sfmikeyy,q442,Bad
sfmikeyy,q24282,Very inclined
sfmikeyy,q27672,Critically important.
sfmikeyy,q36519,Often.
sfmikeyy,q1766,Yes
sfmikeyy,q17002,I like them quite a bit!
sfmikeyy,q33043,Shower
sfmikeyy,q179268,No
sfmikeyy,q19915,"Yes, I love the Tao Te Ching."
sfmikeyy,q17017,Never
sfmikeyy,q80041,Yes
sfmikeyy,q66544,I like my partner to be taller.
sfmikeyy,q44540,Yes - I would mind this.
sfmikeyy,q15280,No
sfmikeyy,q149,Dedication
sfmikeyy,q36045,"Get married no, settle down yes."
sfmikeyy,q15550,15 years
sfmikeyy,q16371,"Are hesitant, but would consider it."
sfmikeyy,q25228,Yes
sfmikeyy,q31581,"Sure, no problem."
sfmikeyy,q1185,Yes
sfmikeyy,q16295,Foolish
sfmikeyy,q37772,Monogamy
sfmikeyy,q27239,Scary
sfmikeyy,q75677,Apathy.
sfmikeyy,q1128,"No, it's wrong."
sfmikeyy,q9668,Balanced
sfmikeyy,q31840,Touching my partner
sfmikeyy,q35593,Most or all of the time.
sfmikeyy,q38115,Yes.
sfmikeyy,q70218,It makes no difference.
sfmikeyy,q82778,No preference.
sfmikeyy,q1100,No
sfmikeyy,q40194,Somewhat important.
sfmikeyy,q52682,No.
sfmikeyy,q85706,"Continue current relationship, ignore attraction."
sfmikeyy,q153,A day at the beach
sfmikeyy,q41393,I'm neutral / it depends on their other traits.
sfmikeyy,q784,Yes
tenthousandways,d_age,38
tenthousandways,d_city,Vancouver
tenthousandways,d_city,United States
tenthousandways,d_orientation,Bisexual
tenthousandways,d_gender,Man
tenthousandways,d_relationship,Single
tenthousandways,d_ethnicity,Multi-ethnic
tenthousandways,d_languages,English
tenthousandways,d_education_phase,Working on
tenthousandways,d_education_type,Post grad
tenthousandways,d_religion_seriosity,laughing about it
tenthousandways,d_smokes,Never
tenthousandways,d_offspring_current,has kid(s)
tenthousandways,lf_location,near me
tenthousandways,lf_min_age,18
tenthousandways,lf_max_age,99
tenthousandways,lf_for,new friends
tenthousandways,p_dominant,92
tenthousandways,p_lit,82
tenthousandways,p_kinky,80
tenthousandways,p_sexperienced,60
tenthousandways,p_sexdrive,58
tenthousandways,p_nerdy,56
tenthousandways,p_scien,54
tenthousandways,p_rational,54
tenthousandways,p_adven,52
tenthousandways,p_inde,40
tenthousandways,p_polit,36
tenthousandways,p_conf,34
tenthousandways,p_giving,30
tenthousandways,p_trusting,30
tenthousandways,p_exp,22
tenthousandways,p_organized,14
tenthousandways,p_aggressive,12
tenthousandways,p_sloppy,12
tenthousandways,p_wholesome,-26
tenthousandways,p_spon,-26
tenthousandways,p_conservative,-84
tenthousandways,q25809,Yes.
tenthousandways,q154,"Yes, it would."
tenthousandways,q42329,Yes
tenthousandways,q39373,Never.
tenthousandways,q17017,Rarely
tenthousandways,q39,Yes
tenthousandways,q165,Yes
tenthousandways,q29829,Always
tenthousandways,q136,No
tenthousandways,q226,the right to bear arms
tenthousandways,q612,"No, creationism has no place in schools"
tenthousandways,q1153,Embraced as an art form
tenthousandways,q39185,book burning
tenthousandways,q54871,No.
tenthousandways,q31877,Admirable and desirable. Chivalry's not dead.
tenthousandways,q838,Yes
tenthousandways,q594,"Yes, anything can be funny in the right light."
tenthousandways,q44063,Absolutely nothing.
tenthousandways,q395,Yes
tenthousandways,q678,Yes
tenthousandways,q8199,Yes
tenthousandways,q19215,Yes
tenthousandways,q37708,Acceptable.
tenthousandways,q46536,Very important.
tenthousandways,q46927,No.
tenthousandways,q53312,Weapons.
tenthousandways,q53965,Catch it and put it outside.
tenthousandways,q81866,It wouldn't matter to me at all.
tenthousandways,q70,No
tenthousandways,q175,No
tenthousandways,q15757,No
tenthousandways,q20016,... something that I actively participate in.
tenthousandways,q27921,Less safe
tenthousandways,q66548,It doesn't bother me at all.
tenthousandways,q24125,No
tenthousandways,q44384,It's all fine by me.
tenthousandways,q359387,Relative
tenthousandways,q166,To the left (democrat in the US)
tenthousandways,q18299,No
tenthousandways,q18763,"Yes, I always try to do the right thing."
tenthousandways,q14,No
tenthousandways,q152,Yes
tenthousandways,q341,Yes
tenthousandways,q7847,No
tenthousandways,q18797,"No, I'd trust them and that would be invasive."
tenthousandways,q46563,No.
tenthousandways,q18858,Completely free
tenthousandways,q19928,NO WAY!
tenthousandways,q47764,Yes.
tenthousandways,q13,No
tenthousandways,q47589,I don't . I'm as friendly (or not) as always.
tenthousandways,q8218,No
tenthousandways,q12964,No
tenthousandways,q1132,Yes
tenthousandways,q1028,Rough
tenthousandways,q72086,No.
tenthousandways,q38508,Positively.
tenthousandways,q17732,No
tenthousandways,q16317,Yes
tenthousandways,q1618,Yes
tenthousandways,q35276,A lot! It's all about the talk.
tenthousandways,q323,Super confident
tenthousandways,q20981,Make me hot.
tenthousandways,q13130,Yes
tenthousandways,q56606,Very interested.
tenthousandways,q26387,Always
tenthousandways,q463,I take control
tenthousandways,q12605,Every day
tenthousandways,q23993,Very experienced
tenthousandways,q28545,"Yes, and hard!"
tenthousandways,q348,Giving massages
tenthousandways,q15478,Yes
tenthousandways,q358,No
tenthousandways,q57718,Masturbating or having sex again.
tenthousandways,q81807,Maybe.
tenthousandways,q32,I have tried it.
tenthousandways,q24375,1-2 dates
tenthousandways,q29384,Yes.
tenthousandways,q45006,Yes.
tenthousandways,q60756,"Yes, I'd say anything they want me to."
tenthousandways,q65937,The fact that I was not invited to join in.
tenthousandways,q29,do the tying
tenthousandways,q1049,On
tenthousandways,q12560,Yes
tenthousandways,q20212,Never
tenthousandways,q58812,Yes
tenthousandways,q63114,My sex drive is higher than average.
tenthousandways,q665,Bring out the toys!
tenthousandways,q30115,I wouldn't.
tenthousandways,q35388,Sign me up for the next class.
tenthousandways,q275,No
tenthousandways,q1597,Yes
tenthousandways,q35203,Yes
tenthousandways,q60852,Yes
tenthousandways,q324,I disagree.
tenthousandways,q17021,No
tenthousandways,q26525,Yes
tenthousandways,q35355,Very open. I'll try anything once.
tenthousandways,q86366,Yes.
tenthousandways,q18048,"Sure, I'd be okay with that."
tenthousandways,q26367,No
tenthousandways,q41554,"Yes, and I'd be wearing little more than paint."
tenthousandways,q58162,"Yes, but only with the living."
tenthousandways,q61823,Yes.
tenthousandways,q37,Under 18
tenthousandways,q637,Yes
tenthousandways,q14913,No
tenthousandways,q18822,Sleep
tenthousandways,q20889,It refers to a very specific kind of sex.
tenthousandways,q1435,Yes
tenthousandways,q9628,Yes
tenthousandways,q27341,Aroused
tenthousandways,q19108,Yes
tenthousandways,q30169,Love it!
tenthousandways,q64254,Yes.
tenthousandways,q1401,"Yes, and I enjoyed myself."
tenthousandways,q60726,Yes.
tenthousandways,q61903,No
tenthousandways,q79726,Yes.
tenthousandways,q62537,Yes.
tenthousandways,q15757,No
tenthousandways,q24125,No
tenthousandways,q14,No
tenthousandways,q395,Yes
tenthousandways,q53312,Weapons.
tenthousandways,q18299,No
tenthousandways,q13,No
tenthousandways,q8218,No
tenthousandways,q25107,"Yes, to myself/with friends"
tenthousandways,q986,No
tenthousandways,q156913,No
tenthousandways,q156917,Yes
tenthousandways,q42,No
tenthousandways,q411,Yes
tenthousandways,q48372,No
tenthousandways,q52789,Humans evolved from other species.
tenthousandways,q41,Not at all important
tenthousandways,q15889,Science
tenthousandways,q81873,No.
tenthousandways,q44,False
tenthousandways,q60100,No
tenthousandways,q156914,No
tenthousandways,q156915,No
tenthousandways,q612,"No, creationism has no place in schools"
tenthousandways,q47764,Yes.
tenthousandways,q9688,Yes
tenthousandways,q26582,Yes
tenthousandways,q997,Cats
tenthousandways,q252,Yes
tenthousandways,q51354,Regularly.
tenthousandways,q196,Yes
tenthousandways,q53611,Frequently.
tenthousandways,q1119,Yes
tenthousandways,q46252,"Yes, as a hobby."
tenthousandways,q212814,Very important
tenthousandways,q354,Yes
tenthousandways,q20418,Yes
tenthousandways,q77,Rarely
tenthousandways,q55,No
tenthousandways,q307,Yes
tenthousandways,q23834,No
tenthousandways,q23954,Never
tenthousandways,q24088,Use a tent and sleeping bag
tenthousandways,q79,"I smoked in the past, but no longer."
tenthousandways,q1062,Usually daily. I skip some.
tenthousandways,q7060,Yes
tenthousandways,q12970,Once a day
tenthousandways,q13006,Yes
tenthousandways,q15030,Books
tenthousandways,q18212,Over 20%
tenthousandways,q37693,"Yes, but I would not play that much."
tenthousandways,q132,Yes
tenthousandways,q501,No
tenthousandways,q13106,I'd consider it.
tenthousandways,q18834,Knowledge
tenthousandways,q43261,I am my own person.
tenthousandways,q47005,I would rather be one of the biological parents.
tenthousandways,q62254,Yes.
tenthousandways,q48,Weird
tenthousandways,q87,No
tenthousandways,q531,Scrabble
tenthousandways,q6765,Yes
tenthousandways,q21411,I love to argue!
tenthousandways,q50379,This is something I would like.
tenthousandways,q212813,Liberal / Left-wing
tenthousandways,q325,Yes
tenthousandways,q1454,Yes
tenthousandways,q35606,Heck yeah! I'll bring the hot cocoa/coffee/tea.
tenthousandways,q8155,Seldom or never.
tenthousandways,q12796,Yes
tenthousandways,q18759,Usually
tenthousandways,q62455,No.
tenthousandways,q21175,Yes
tenthousandways,q27672,Critically important.
tenthousandways,q52645,"Yes, in the audience."
tenthousandways,q1588,"Yes, I would love (or do own) a cat."
tenthousandways,q16713,Yes
tenthousandways,q24282,Very inclined
tenthousandways,q32973,"Yes, all the time."
tenthousandways,q38051,Never.
tenthousandways,q221106,Never
tenthousandways,q6867,Yes
tenthousandways,q129,No
tenthousandways,q426,Yes
tenthousandways,q470,Yes
tenthousandways,q1249,Cool
tenthousandways,q12584,Yes
tenthousandways,q32067,Yes
tenthousandways,q34662,50+
tenthousandways,q35778,Yes.
tenthousandways,q46403,Yes.
tenthousandways,q49803,Never.
tenthousandways,q179268,No
tenthousandways,q17017,Rarely
tenthousandways,q979,5 or more!
tenthousandways,q106,Yes
tenthousandways,q18,Yes
tenthousandways,q41393,Turn-off. I find easily-confused types annoying.
tenthousandways,q491,Not enough space
tenthousandways,q1128,"Yes, but only if everybody knew."
tenthousandways,q40194,Extremely important.
tenthousandways,q36045,No way.
tenthousandways,q66544,I like to be taller.
tenthousandways,q1121,"Yes, and they both knew."
tenthousandways,q31581,"Sure, no problem."
tenthousandways,q20519,Sometimes. It depends.
tenthousandways,q28386,I am the same way
tenthousandways,q52682,No.
tenthousandways,q6258,Yes
tenthousandways,q39337,Clean and natural.
tenthousandways,q48649,Yes.
tenthousandways,q784,Yes
tenthousandways,q1815,Yes
tenthousandways,q23543,"No, it's not necessary"
tenthousandways,q34094,Yes
tenthousandways,q59426,After the relationship was formally terminated.
tenthousandways,q16371,Accept / Are open to non-monogamous relationships.
tenthousandways,q20021,Someone to go out with
tenthousandways,q52827,Yes to both
tenthousandways,q66827,Very romantic! I'm up for it!
tenthousandways,q70218,Favorably.
tenthousandways,q36,Yes
tenthousandways,q156,No
tenthousandways,q16053,Totally willing!
tenthousandways,q18564,Yes
tenthousandways,q23293,Crazy and colorful
tenthousandways,q1117,Depends on the illness
tenthousandways,q18875,Important-ish
tenthousandways,q19874,12+ months
tenthousandways,q24345,A lot!
tenthousandways,q29859,Continue the wedding and adopt
tenthousandways,q31840,Embracing / cuddling my partner
tenthousandways,q40650,"Sometimes, but not too much."
tenthousandways,q46856,Complex
tenthousandways,q79559,Yes.
tenthousandways,q146,"Kissing in a tent, in the woods"
tenthousandways,q527,No
tenthousandways,q1688,Yes
tenthousandways,q30392,Yes
tenthousandways,q30957,Yes
tenthousandways,q66506,Very important.
tenthousandways,q48753,Yes.
tenthousandways,q57381,No.
tenthousandways,q60843,I would want them to make their own decision.
tenthousandways,q85931,A creative item made by them.
tenthousandways,q123,No
tenthousandways,q13669,Yes
tenthousandways,q55744,This would not be an important factor to me.
tenthousandways,q81783,No.
tenthousandways,q12964,No
tenthousandways,q16317,Yes
tenthousandways,q1618,Yes
tenthousandways,q136,No
tenthousandways,q325,Yes
tenthousandways,q12560,Yes
tenthousandways,q13006,Yes
tenthousandways,q35203,Yes
tenthousandways,q44384,It's all fine by me.
tenthousandways,q46403,Yes.
tenthousandways,q152,Yes
tenthousandways,q105,Yes
tenthousandways,q19265,Necessary
tenthousandways,q1552,"Almost never, I'm happy!"
tenthousandways,q7239,Immaturity
tenthousandways,q28820,Have great ideas
tenthousandways,q55980,Yes.
tenthousandways,q128,I have 1 or more little tattoos
tenthousandways,q29032,Logical / Mathematical
tenthousandways,q133,"Yes, very"
tenthousandways,q46,Good
tenthousandways,q21245,How sweet!  What a good mom!
tenthousandways,q19392,Yes
tenthousandways,q1172,Yes
tenthousandways,q1290,No
tenthousandways,q1311,More active
tenthousandways,q1707,Cheerful!  I have a positive outlook.
tenthousandways,q20930,Higher than average
tenthousandways,q23696,Never
tenthousandways,q43682,Most definitely.
tenthousandways,q267,No
tenthousandways,q16412,Amazing amounts of fun
tenthousandways,q28903,An important interview
tenthousandways,q1099,Yes
tenthousandways,q416236,Yay!
tenthousandways,q22198,I would ask them first
tenthousandways,q53540,Yes.
tenthousandways,q274,College
tenthousandways,q11551,Enthusiastically
tenthousandways,q35660,Usually
tenthousandways,q946,Yes
tenthousandways,q8672,Why
tenthousandways,q8865,"Yes, I have a fulltime job"
tenthousandways,q20096,Someone evenly matched
tenthousandways,q35520,Some of the time - It depends.
tenthousandways,q256,Not touching anything else at the same time
tenthousandways,q28537,Yes
tenthousandways,q37845,"Yes, always or almost always"
tenthousandways,q165651,No
tenthousandways,q134,No
tenthousandways,q19898,I'm an information sponge
tenthousandways,q23389,"Cool, what language are they speaking?"
tenthousandways,q30416,The grammar
tenthousandways,q34255,I Like It
tenthousandways,q301,No
tenthousandways,q4018,Yes
tenthousandways,q45428,Always.
tenthousandways,q178,The Sun
tenthousandways,q255,89547
tenthousandways,q20896,Listening
tenthousandways,q59457,Yes.
tenthousandways,q1201,46
tenthousandways,q58976,Creative / building toys.
tenthousandways,q358084,Yes
tenthousandways,q86,No
